223bcbf9-1b79-4a36-8573-583b2c0ceace,e075d541-011b-4feb-b0c1-b4424a2d84b9,1590,27,476.33,2023-05-11,diners-club-carte-blanche,2 Johnson Park,complete,ENSH
29bbb7d3-6bdc-4eca-b2f4-66b9322c145c,25a1ec59-b268-4ffc-8ac3-95c4164fe91d,2480,39,837.84,2021-08-22,americanexpress,7529 Kennedy Circle,complete,WJBK
702f39b4-8dec-4baf-be0f-05751678e818,673b941c-847b-47fc-9563-0ca872534807,823,37,528.03,2021-12-18,switch,34 Lighthouse Bay Street,complete,FAMN
da131969-726b-4a92-93ab-49ecd268ec2a,c2b8f610-e5d2-4b38-b41b-bd2e6415d772,5715,40,752.92,2023-02-08,jcb,463 Welch Hill,complete,WIOG
865a3f2b-4361-4ed3-9ac4-da33ca0cb3b9,16b4131d-f51b-4042-97da-b15ecdd57a4c,1088,50,630.22,2022-02-23,diners-club-enroute,4691 Goodland Alley,complete,SARE
c4d027d3-1079-45dc-8665-daad7f6459d7,3e8b8540-6a69-47d1-b541-2df1cbd718e7,9915,93,29.85,2023-07-24,diners-club-carte-blanche,9 Dakota Center,complete,LIPB
8bf75555-7ac5-4b73-9606-a71dc5229c61,df7df32d-16be-438b-8ada-07dfaf88ea16,81,55,143.17,2021-10-21,mastercard,21 Debra Road,complete,X39
933d83a3-d98b-4590-a085-f128ddeaf13b,103d9abd-da84-494a-aaa9-c901addc1236,8748,51,787.09,2021-06-14,jcb,87534 Mayfield Court,complete,EPKW
339a1f48-910b-42b1-8e87-b229706c25b8,9b13ba9a-e123-4ddc-8bb1-2a6dc204685f,7552,7,644.18,2022-03-28,jcb,61 Ridgeway Junction,complete,CYFB
70ac5cb3-5156-4c7e-87a2-812c887bf2c7,49d2bb50-8c4a-42fc-80f2-2bc7e268cca9,4605,54,999.59,2023-11-16,jcb,2771 Transport Way,complete,
2ecb8bd6-2bf8-422e-a1fc-c66e1d64b0a4,6b6938bc-7f4b-4354-b817-1f9d9882023e,3106,62,550.04,2022-05-24,diners-club-enroute,214 Anderson Terrace,complete,KLCI
38d0da67-31ab-473a-b18b-2d31eaf5d464,c0a1e142-3f1f-4b15-bcd2-e08756f59a7c,6472,6,578.44,2023-07-02,jcb,5 Daystar Park,complete,CYIF
732fe91d-9ddb-4beb-9608-54e8fb01a907,c97c1b7a-753e-40bc-bbe7-59f35f3b20bd,1840,99,870.88,2024-02-04,jcb,86 New Castle Trail,complete,PHMK
ede3447c-8eb3-4214-8a21-b718211a06e5,3a651066-3679-4aad-a765-8ec58032f270,5701,66,158.74,2022-12-07,jcb,30674 Badeau Pass,complete,
90531a89-344e-4415-98aa-d502eeaf75c9,f467277b-785f-4629-ae33-7aaff00ec31d,8893,50,96.73,2022-07-15,mastercard,00687 Ridgeview Avenue,complete,PAOO
d934b7ed-6f3e-4cbb-8fb8-4a88921bc1c6,08d75625-0862-43b8-abdf-ae34ba26eb3c,1946,95,290.95,2022-09-18,mastercard,85 Cordelia Crossing,complete,3C8
58621bec-17b6-4da3-8335-e544c81a6937,89700335-9cf2-40d8-a837-2254170dcaaa,5247,73,643.3,2023-11-18,jcb,4043 North Point,complete,RJCC
ae86fd27-c111-4096-ae8f-f1efd604b851,d49f1e66-c4c7-4ad5-890c-e46e90cb748a,7926,47,549.1,2022-08-22,maestro,988 Cardinal Court,complete,CYLL
