38cbe592-6b73-4fa6-a20b-413b1b5ec4cf,eb8f6d30-db43-4ea2-b124-c1c6a75a24d7,6764,84,196.03,2023-12-19,jcb,6163 Upham Park,complete,UHBW
c301ebc4-f787-419a-9ff4-01d99b64258e,6b32182a-baab-40a0-960b-f9c8dde4e869,3242,59,965.25,2023-02-27,switch,433 Washington Avenue,complete,EFSO
1b69e939-85ce-42e8-952b-037b32a88a05,966f5bb8-766a-4410-989d-be67f11d4cd7,1973,42,173.49,2023-02-04,china-unionpay,578 Stoughton Trail,complete,LGIO
e28c5422-c965-474c-ba42-2822e3e83344,05cf4882-cacb-4439-8652-090082afb67c,7927,44,687.17,2024-01-12,instapayment,0 Alpine Drive,complete,SKAD
f6f1dd22-68f5-4db9-9b75-2d1fc0be0f77,6ecdd241-7a35-4718-9b16-59ad4db1e654,3594,86,334.11,2022-02-23,jcb,96 Florence Junction,complete,CYBE
a0c5a9d4-5a36-4eb2-80e2-65aedabf85c3,3181cbd3-846b-4382-9858-946f01ee3db9,9194,68,169.93,2023-05-06,diners-club-enroute,6 Red Cloud Street,complete,KRIC
bf1244ce-d3b2-40da-994f-0c9045c824d4,ec4611d3-45e2-42f8-a446-62d7d3a2004f,8955,8,445.28,2023-12-19,jcb,963 Autumn Leaf Way,complete,
74e38cae-b132-440f-8d69-1de25560164a,d96800eb-5a2c-4cd8-bbda-a4473c1e12f1,6810,23,895.38,2022-12-13,jcb,601 Onsgard Hill,complete,
607f8294-a135-4eb4-9757-0d0113cf7873,47b8e663-d396-4da3-92b7-9ba0bd0c6a30,4701,32,330.4,2021-10-15,bankcard,63738 Karstens Alley,complete,KMYF
c1e7b0b2-9c11-43d1-86a2-df0c7a0383ff,1298acbb-275a-48fb-9000-e3a920256630,2171,59,501.25,2022-04-13,mastercard,86800 Harbort Lane,complete,WAOS
43320854-ac61-4cc1-979f-d6a817a6c4c3,c41a73db-60ba-447c-8891-89136ff9627d,3023,30,549.69,2023-04-06,jcb,37299 Annamark Alley,complete,SGFI
03713c0f-db0e-4c4d-803c-941ec729bf6b,c61616db-ed74-4652-a749-e23a043f096a,191,19,351.26,2021-10-01,visa-electron,028 Boyd Hill,complete,CYPG
77ac579c-e218-4a42-9617-b9b3de0c213f,7a167e35-223d-4274-93e1-7c39e8de15b3,4286,27,136.24,2022-04-16,diners-club-us-ca,00 Lakeland Circle,complete,VNJL
2c7c70db-a773-48fa-9f0e-5135bbfed94f,a54ff98b-6496-4cbd-b302-1b4fc95bc169,1393,95,507.52,2021-07-04,visa,35 Utah Alley,complete,SLSR
2701092c-73f4-40b9-baba-e7623da29d1d,6e07839f-c416-4c5c-979e-3a6fe814cfdb,3752,80,209.58,2023-10-30,jcb,5421 Mayer Parkway,complete,EEKA
a0f19ea6-845d-4768-8b1b-35bc84fcc18c,673edd76-59fb-47d4-a5f9-728b09b7460a,5882,64,774.3,2023-08-17,jcb,1 Hoffman Place,complete,KMWL
b1dea320-2bea-4330-ab28-1929e62a2309,9174ae1a-5384-4ec0-918d-8d2f61ccdf11,481,21,942.52,2023-02-14,china-unionpay,91 Emmet Circle,complete,SETH
71e467bc-51f7-4f20-ac38-609478eb5b3c,de9286a3-ec7c-4121-bcdd-4aa2e26dee54,8814,38,268.68,2023-07-18,jcb,2 Thackeray Center,complete,KGRF
dc0015ce-0e58-474f-a2af-f95ccb3adfc4,e3fa1e92-2438-4ea3-860d-bc53828d8d54,5628,43,601.4,2023-03-16,diners-club-us-ca,8075 Monterey Center,complete,
607471de-348b-4cf3-9fb1-7af62dae4fdd,b0719d72-2fbd-4feb-96c5-3871300a15d7,8966,20,102.09,2023-09-11,jcb,400 Portage Parkway,complete,VNNG
802e0391-9793-4221-9d3a-c271cd97917e,7d33e4d2-1712-43fb-8986-45fc1ad859b8,9611,59,220.66,2021-11-30,maestro,22 Karstens Junction,complete,NTGE
04b87a09-6879-4c4f-a4ca-eb0782934e70,adbd2cb7-a9bc-49f4-85ea-cf9c9aef3b5e,2313,70,899.09,2021-12-17,laser,501 Nobel Court,complete,AYOM
8593059c-10fd-4d96-a8cc-6061962fd314,cbc894d1-a9fc-4fa3-b935-e2b9b90f49a2,3311,95,700.22,2022-06-19,mastercard,26 Commercial Way,complete,KIGM
ba40e550-ca80-42f5-938b-499594226cda,78889b38-6479-41ef-8a80-9040da9451bc,9455,26,996.74,2023-08-05,diners-club-carte-blanche,2 Esker Drive,complete,WMKA
